business_id,name,period_type,current_period,previous_period,rising_star_labels,current_review_count,current_avg_stars,current_rating_improvement,prior_review_count,prior_avg_stars,prior_rating_improvement,last_update_date
14TQ3FXCv8af1mGnRYEEYg,Nisolo,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,3.4545454545454546,1.0795454545454546,8,2.375,null,2025-02-24
18x5Gwz4ztxWmLBsYsgu3g,Cutillo's Restaurant,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",15,3.6666666666666665,1.3666666666666667,10,2.3,null,2025-02-24
1KpNlu8VM8ukw3uOzmMFPA,BB King's Blues Club,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",44,4.409090909090909,1.0510662177328847,81,3.3580246913580245,null,2025-02-24
1NpjRluAhb5Xwthjbclytw,FedEx Office Print & Ship Center,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",10,3.4,1.1999999999999997,5,2.2,null,2025-02-24
1RvuoAkB4vwa_s659zfU1w,WOW Café,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,2.090909090909091,1.0909090909090908,2,1,null,2025-02-24
1ScZ3h0kIT_DGCVlP-aDSA,Discount Tire,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",10,4.1,1.4333333333333331,3,2.6666666666666665,null,2025-02-24
1bupwb_7eGLWtu66xD1MIw,Aquarium Of Boise,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",11,3.909090909090909,1.1313131313131315,9,2.7777777777777777,null,2025-02-24
1dTfca-3tWO1xhR7_yqMpg,David's Bridal,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",13,3.6923076923076925,1.4423076923076925,8,2.25,null,2025-02-24
20m52kISMU-pXPGDIuez2Q,Epazote Kitchen & Cocktails,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",13,4,1,8,3,null,2025-02-24
2AUr-ZfDw80CTJLSEhE90Q,Rosati's Pizza,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",36,3.7222222222222223,1.0022222222222221,25,2.72,null,2025-02-24
34sfjPk297c7RVM67pU4tg,Panera Bread,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,3.5,1.1363636363636362,11,2.3636363636363638,null,2025-02-24
34vmGcf2M-NsgdfTuV8m_g,Sis Nails & Spa,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,3.8333333333333335,1.8333333333333335,1,2,null,2025-02-24
3Dn_fT7NxzKhjy-yNrfIzw,John A's,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",10,3.7,1.2000000000000002,2,2.5,null,2025-02-24
3I8hO6FGN_jfTEWlnqXF5Q,Sam Ash Music Stores,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,4.6,3.5999999999999996,2,1,null,2025-02-24
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",28,4.214285714285714,1.080952380952381,15,3.1333333333333333,null,2025-02-24
3WGHOrb3MwoBJNJCkHwCdg,Sierra Tucson,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",12,3.1666666666666665,1.5416666666666665,16,1.625,null,2025-02-24
3Z1IJ0Yxr0X8IpHAbvHItQ,Santa Barbara Auto Stereo & Wireless,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,4.090909090909091,3.090909090909091,1,1,null,2025-02-24
3u1cP7H4g325tkhNE4ncbA,IHOP,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",16,3.0625,2.0625,2,1,null,2025-02-24
3vtwUjM-pu77DL-7mXLsZw,Radisson Hotel Philadelphia Northeast,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",11,3.272727272727273,1.272727272727273,3,2,null,2025-02-24
45fGMPlGnOGmJZgnb4rGAQ,Panda Express,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,3,1.4,5,1.6,null,2025-02-24
45tVg7JUt-G8yD-9uiwYSQ,Royal Hookah Lounge,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,3.25,1.45,5,1.8,null,2025-02-24
4F-q6zoOLjUXrw3sm_BUdw,Great Basin Federal Credit Union,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",10,2.2,1.2000000000000002,2,1,null,2025-02-24
4H6KdEMRlSrpFktX2k5gxg,Pickleman's Gourmet Cafe,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",15,4.2,1.0571428571428574,7,3.142857142857143,null,2025-02-24
4O-w2oFXS32x5YKNJn2VOg,Burlington Kia,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",12,3,1,8,2,null,2025-02-24
4S2tRYXiJDl-kb0UMDxoeA,Serra Chevrolet Buick GMC of Nashville,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",18,3.1666666666666665,1.3888888888888888,9,1.7777777777777777,null,2025-02-24
4UDm69SbXGjjlbVVy3GNcQ,Blue Bell Inn,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",35,3.8,1.0790697674418603,43,2.7209302325581395,null,2025-02-24
4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",21,3.5714285714285716,1.1623376623376624,22,2.409090909090909,null,2025-02-24
4lT3LIMRWCDrpxsjHWscIA,Paradise Park Trailer Resort,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",13,4.153846153846154,1.1538461538461542,2,3,null,2025-02-24
4pFrE7xGdLStUXWvs_-b7Q,Peewees Crabcakes On The Go,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",29,3.896551724137931,1.896551724137931,1,2,null,2025-02-24
5RGXGjIEcDYllkv7a1cuQQ,Art of Bread,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",11,4.181818181818182,1.0218181818181815,25,3.16,null,2025-02-24
5Y7cqSgUSfLwn7ulBeO_sA,Bluestone Lane - Philadelphia,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",25,4.24,1.2400000000000002,1,3,null,2025-02-24
5bT-bq-u8rEjBopZg4LCeQ,Dry Dock Cafe,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",23,4.086956521739131,1.3946488294314383,13,2.6923076923076925,null,2025-02-24
5gNHc40QzS6tTZc8jIr23g,Powderhaus Brewing Company,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,4.2727272727272725,1.2727272727272725,7,3,null,2025-02-24
5izU6MrKkDa73cf4LVho9g,Westside Drive-In,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",12,3.4166666666666665,1.4166666666666665,5,2,null,2025-02-24
5lZNaU_zyoVA9tX-yKwA2A,Parks On Tap,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,3.5454545454545454,1.3454545454545452,5,2.2,null,2025-02-24
5qVG7T82jRnKGR9O7_0cFw,Starbucks,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",16,3.8125,1.085227272727273,22,2.727272727272727,null,2025-02-24
5vsP48OLdoHm_EFYyUbbRg,Miss Saigon Bar & Grill,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",13,3.8461538461538463,1.0961538461538463,4,2.75,null,2025-02-24
5yjHCLzwHgjKNNHgAaUC8Q,Buffalo Wild Wings,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,2.6923076923076925,1.0256410256410258,15,1.6666666666666667,null,2025-02-24
615z74ofCvPcF6giR11VOg,Hard Rock Cafe,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",18,3.0555555555555554,1.2555555555555553,5,1.8,null,2025-02-24
6EskDOVYwOFPYHYt7SY-DQ,Burger King,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,2.3,1.2999999999999998,1,1,null,2025-02-24
6H3R372lOUCMNiKs5McHCg,Meineke Car Care Center,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,2.0833333333333335,1.0833333333333335,1,1,null,2025-02-24
6OBV0LXFHVQoUWuQxJxtwA,Fulin's Asian Cuisine,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",10,3.9,1.8411764705882354,17,2.0588235294117645,null,2025-02-24
6aoXAXNrL7KrGBVRYBMFWw,Andre Richard Salon,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,5,1.2941176470588234,17,3.7058823529411766,null,2025-02-24
6imUPmHGgo9uknaoJXv79A,La Esperanza Restaurant & Bar,YoY,2009-01-01,2008-01-01,"[""Rising Star 2008-2009""]",10,4.4,1.4000000000000004,2,3,null,2025-02-24
6n1m1XaSqZcGsBUige13rA,Rice Market and Restaurant,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",21,3.857142857142857,1.6071428571428572,8,2.25,null,2025-02-24
6oWaOMzGPCe5fjZvINe6YQ,Sonobana Japanese Restaurant and Grocery,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",20,4.25,1.1911764705882355,17,3.0588235294117645,null,2025-02-24
6r9FNW0-4aKqbPCX7UxTZg,Maggiano's Little Italy,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",52,4.269230769230769,1.1611226611226613,37,3.108108108108108,null,2025-02-24
6zsdSFG86YXsgWK1wtU-3g,LF Santa Barbara,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,3.75,1.4166666666666665,3,2.3333333333333335,null,2025-02-24
7-TzsCoXC0HUfzU_mP50rQ,Surf Style,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,4.615384615384615,1.1868131868131866,7,3.4285714285714284,null,2025-02-24
73SBw4e6ntvfJdH2I3NV1w,Puerto Vallarta Mexican Restaurant & Cantina,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",10,4.2,1.9000000000000004,10,2.3,null,2025-02-24
7J4k_kJN32LEQ6ibixj7wg,Walt's Pizza & Grille,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",11,3.727272727272727,1.2987012987012987,7,2.4285714285714284,null,2025-02-24
7RTR7uHWpKl8oeKEc9iSQw,Crowne Plaza Indianapolis-Dwtn-Union Stn,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,3.272727272727273,1.1298701298701301,7,2.142857142857143,null,2025-02-24
7le24MfSrFw-REhE5r5a-w,Costa Vida,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,4.363636363636363,1.0779220779220777,14,3.2857142857142856,null,2025-02-24
7wdeZyCvSH16M-goNdnOoQ,Ashley HomeStore,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",24,2.5416666666666665,1.5416666666666665,5,1,null,2025-02-24
85-swIyLL-r4Fm5MmCvR9A,Ronnie Pastrami's Deli and Catering,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,4.2,1.0181818181818185,11,3.1818181818181817,null,2025-02-24
8CajqLAFgziX7HoaxtlRXg,Wendy Fereday Swim School,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",18,4.555555555555555,1.5555555555555554,2,3,null,2025-02-24
8CbJAKgVEALPbYcQTzhkvA,WineO,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",14,4.071428571428571,1.0126050420168067,34,3.0588235294117645,null,2025-02-24
8Cn-xs9Di_IFKUcT8YVtrA,L'essence Day Spa Salon,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,5,1.4,5,3.6,null,2025-02-24
8DXIMrr2hJNUNnESAM4Fow,Saigon Bay Vietnamese Restaurant,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",29,4.413793103448276,1.0608519269776875,17,3.3529411764705883,null,2025-02-24
8La5f_qz3LlTD_GipZTYuw,Johnson Family Dental,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",14,3,1,15,2,null,2025-02-24
8RAVcQTTGugug3nK39hZ5g,El Charro,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",14,3.5714285714285716,1.3214285714285716,8,2.25,null,2025-02-24
8WBe-jXE19b21yevU1bh4A,Chipotle Mexican Grill,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,2.4615384615384617,1.0000000000000002,13,1.4615384615384615,null,2025-02-24
8ZYknxtylKIULaLKiRowdQ,MassageLuXe,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",10,2.9,1.4,4,1.5,null,2025-02-24
8ZxrekldhUOBA45uGOtIww,Barbers Club of Cherry Hill,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",14,4.857142857142857,1.8571428571428568,5,3,null,2025-02-24
8n6swggV9hI2T3Ei3RQU4w,Puglia Farm Market,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,2.4166666666666665,1.4166666666666665,6,1,null,2025-02-24
8ntQfvsjPgXW2MavnbXv3g,Show Hand Nails,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",10,2.9,1.15,8,1.75,null,2025-02-24
8sf9kv6O4GgEb0j1o22N1g,Santa Barbara Honda,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",17,4.235294117647059,1.4575163398692812,27,2.7777777777777777,null,2025-02-24
8usO-H5uFTzlISfGZN8rSg,Devon Donut & Bagel Company,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,4.090909090909091,1.329004329004329,21,2.761904761904762,null,2025-02-24
8zaercyYIECy4ySW6iIUhw,Dana Mandi,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",10,4.1,1.0090909090909088,11,3.090909090909091,null,2025-02-24
9--QS5ChKDYf4POHKujoiw,Ugly Dog Saloon & BBQ,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",38,3.6578947368421053,1.3851674641148324,33,2.272727272727273,null,2025-02-24
93fnWY-kuIeJVTGMw7RvAA,Db's Sports Bar,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",13,4.076923076923077,1.5769230769230766,4,2.5,null,2025-02-24
96myvjjiQW8ZFp4LrE1gXQ,Westward Look Wyndham Grand Resort and Spa,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,3.0833333333333335,1.0119047619047619,14,2.0714285714285716,null,2025-02-24
9EjyRhfrjqdDQfCxjT73qg,Pit Boss Bar-B-Q,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",13,3.6923076923076925,1.1923076923076925,8,2.5,null,2025-02-24
9HTYpVkGBOAi24sT1UzzGg,Steak ’n Shake,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",15,2.533333333333333,1.2,18,1.3333333333333333,null,2025-02-24
9IXjieBjg-i4G6vfailfbg,Tampa Theatre,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",10,5,1.6666666666666665,3,3.3333333333333335,null,2025-02-24
9LZWyTM6KCr6JvfWEgGeQw,Yoya Self Service Frozen Yogurt and Bubble Tea,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",16,4.6875,1.1875,8,3.5,null,2025-02-24
9MbjPWA9GfFYPH4mcqESoA,Kaza Maza Moroccan Mediterranean Cuisine,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",13,4.230769230769231,1.8974358974358974,3,2.3333333333333335,null,2025-02-24
9PJUTMsQQ48F-rDLwvu30w,Noble Hops,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",19,3.210526315789474,1.0105263157894737,5,2.2,null,2025-02-24
9_SjXYZbO2FH3H2hg_bYGw,A1 Garage Door Service,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",20,3.85,1.85,6,2,null,2025-02-24
9gEpzuXI-brQftkdPtfd1Q,LongHorn Steakhouse,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",10,3.6,1.1,4,2.5,null,2025-02-24
9tVLOMWfgxtZ0hODUKWmIQ,Little Gio's Pizza Shop,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,4.166666666666667,1.3666666666666671,5,2.8,null,2025-02-24
9vUxsNPUoOoSz_LQTEotEQ,A1 Body Shop and RV Repair,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,4.7272727272727275,1.441558441558442,7,3.2857142857142856,null,2025-02-24
9yxl1mB9Cx_dZiSWUsdXrQ,Tonelli's Pizza Pub,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",15,4.133333333333334,1.4666666666666672,18,2.6666666666666665,null,2025-02-24
ABYmtOX_IdmTuVuxNqliog,Tijuana Flats,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",14,4.071428571428571,1.721428571428571,20,2.35,null,2025-02-24
AJJwMAXaBQ9E_8424COF_w,Chili's,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",14,3.2142857142857144,1.2142857142857144,8,2,null,2025-02-24
AM0TA-5mW3-yZ5WrMYYPtw,Lancers Diner,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",19,4.368421052631579,1.4517543859649122,12,2.9166666666666665,null,2025-02-24
AS7hUQSS8zg8D7l3hPXj2g,Mirko Pasta,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",30,4.166666666666667,1.0555555555555558,9,3.111111111111111,null,2025-02-24
A_F-kyeBaJOnfsA0cXzcEg,Soak,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",15,3.6,1.7666666666666668,6,1.8333333333333333,null,2025-02-24
Af56BYIwdweK7dbOPqmlZg,Fast Fix Jewelry and Watch Repairs,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",13,4.076923076923077,1.0769230769230766,2,3,null,2025-02-24
Ag-Bgbg6z0Hw3YDMRRNI-A,The Joint Chiropractic,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,4.6,1.0999999999999996,2,3.5,null,2025-02-24
AmAc0eD6lyVyb7QdOAO1Mg,Soho Restaurant & Music Club,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",12,3.8333333333333335,1.1904761904761907,14,2.642857142857143,null,2025-02-24
Aphp-EdFass877c-sWp5eg,Woodbury Station Cafe,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",22,3.727272727272727,1.4545454545454541,22,2.272727272727273,null,2025-02-24
ApkC8jh0iBkYWy5paByE5w,Fried Chicken Festival,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",14,4.214285714285714,1.9285714285714288,7,2.2857142857142856,null,2025-02-24
ArZHhE6Pmo49bJsB_a4n4A,Club-Hotel Inn & Suites,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,3.4615384615384617,1.194871794871795,15,2.2666666666666666,null,2025-02-24
Awyc3lUr53_R9RT7zCzYMA,Fatburger,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",11,3,1,9,2,null,2025-02-24
B1vVCpOqPATcIQf-SuHnQg,ROC Express Urgent Care for Bones & Joints,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,4.181818181818182,1.2818181818181817,10,2.9,null,2025-02-24
B2wSy1zQCdZgDXOkhAKGDQ,Embassy Suites by Hilton Tampa Downtown Convention Center,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",20,2.85,1.0166666666666668,6,1.8333333333333333,null,2025-02-24
B9txxpWS2NP4SMhC3AdSug,Mungenast St. Louis Honda,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,4.090909090909091,1.4909090909090907,10,2.6,null,2025-02-24
BBNfFf8hSCdP3weXHe6Lyw,Strange Donuts,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",12,4.166666666666667,1.166666666666667,9,3,null,2025-02-24
BDMNPVaCErRN3xWoPagzCA,Sakana Japanese Sushi & Steak House,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",13,4.153846153846154,1.3538461538461544,5,2.8,null,2025-02-24
BGX9PWNgcDfPuuuPNtLkTw,Philadelphia Flower Show,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",23,3.652173913043478,1.2885375494071143,11,2.3636363636363638,null,2025-02-24
BIfja4aMJhMOs5hLO_V81A,Ethos Aveda Salon,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",13,4.076923076923077,1.0769230769230766,4,3,null,2025-02-24
BQnGmgI7Z5cMPp457q7vCg,The Amazing Escape Room - Philadelphia,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",34,4.9411764705882355,1.1911764705882355,12,3.75,null,2025-02-24
BfkqPDZ2Tt7Afhp5gn3wfw,Thai Mint,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",36,3.9444444444444446,1.9444444444444446,1,2,null,2025-02-24
BtTVHiY1AH5iHzTlx5HqZw,Fortel's Pizza Den,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",13,3.923076923076923,1.4786324786324783,9,2.4444444444444446,null,2025-02-24
BttSAciQNIQhgJCv3-FYpw,Danny's Deli Bait & Tackle,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,4,1.5,2,2.5,null,2025-02-24
Bz_OiTORAxiWOthmxgKiFA,Leon Tailoring,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,4.090909090909091,1.7575757575757573,3,2.3333333333333335,null,2025-02-24
C2XXTlG9rIqLjjJrn2ODVA,Chef D'Z Cafe,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,5,2.2,5,2.8,null,2025-02-24
C6PUZBrxf7EJytNoEqTqlA,Zoup!,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",10,3.8,1.1999999999999997,5,2.6,null,2025-02-24
CEiV5uTE84QQ4NRCJL6aTg,Touch Nail Spa II,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",46,4.282608695652174,2.282608695652174,1,2,null,2025-02-24
COsfZt88kF_138_RWqOP1w,Firestone Complete Auto Care,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",10,3.9,1.2999999999999998,15,2.6,null,2025-02-24
CSnu-FS1eNNx6dGyOuSoNA,Kunkel's Seafood & Steakhouse,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",11,4.363636363636363,1.5636363636363635,5,2.8,null,2025-02-24
CW-wbGD-RNoxYTRqSIXojg,Walmart Supercenter,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,2.6363636363636362,1.0649350649350648,14,1.5714285714285714,null,2025-02-24
C_uHOxo1zIJaQuzAY6JvxQ,Hampton Inn Nashville/Vanderbilt,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",11,4.2727272727272725,1.2727272727272725,5,3,null,2025-02-24
Ce7-KBZtyuwaHcxqKCS_Nw,MacHeadQuarters,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,4.666666666666667,1.93939393939394,11,2.727272727272727,null,2025-02-24
CiFX18q6bfw5_Ob6MtMmkw,Adorable Nails & Spa,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,4.333333333333333,1.5333333333333332,5,2.8,null,2025-02-24
Ciy19ebJIGjRcMyQ4uHubA,Chick-fil-A,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",12,4.083333333333333,1.3833333333333329,10,2.7,null,2025-02-24
Cqc-00SDptc4tBw14AcFPw,Pure Eco-Wellness Salon & Spa,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",12,4.666666666666667,2.866666666666667,5,1.8,null,2025-02-24
D2FM5e2iKK5hBK1UsL4YpA,Waffle House,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",11,3.5454545454545454,1.0454545454545454,6,2.5,null,2025-02-24
D48I-imYNjFo9bmsiZc-YQ,Yamato Japanese Sushi and Hibachi,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,4.25,1.75,6,2.5,null,2025-02-24
D5KUjLVbe3CXIGlIEzUWwg,Adelphia Moving,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,4.583333333333333,1.583333333333333,4,3,null,2025-02-24
DEvzu8OF9hw0QbINP65yKw,Culpeppers Grill and Bar,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",14,3.0714285714285716,1.0714285714285716,3,2,null,2025-02-24
DJFxBTBIgYErzKS5cA_LiQ,Drunken Fish - Westport Plaza,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",25,4.12,1.4381818181818184,22,2.6818181818181817,null,2025-02-24
DMxgL0TdpR9HCD4P1CdxdQ,Pei Wei Asian Kitchen,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",10,3.1,1.1,2,2,null,2025-02-24
DX-i7boV3bLP5ktKU-FA-w,Best Western Royal Sun Inn & Suites,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,3.8181818181818183,1.0181818181818185,5,2.8,null,2025-02-24
DfYamqDQNS1RnzeWjOcGPg,54th Street Grill & Bar,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,3.7,1.068421052631579,19,2.6315789473684212,null,2025-02-24
Di3LKw_5zi4PTCIh0LdbEQ,Pumpernick's Deli,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",16,4.5,1.0714285714285716,7,3.4285714285714284,null,2025-02-24
Du0waRmHch08QABPLIQcMw,Manayunk Tavern,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",13,4.6923076923076925,1.1923076923076925,4,3.5,null,2025-02-24
EAZT4FpI9pLxbDXvL8Dthg,Wingstop,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,3.8,1.0499999999999998,8,2.75,null,2025-02-24
EBonJ5tjkxBEUezwosVlLg,Mojo Coffee House,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",15,4.066666666666666,1.0666666666666664,4,3,null,2025-02-24
EJ_ua43d33kN-rnc71LPLA,Latin Twist Cafe,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",19,4.2105263157894735,1.87719298245614,6,2.3333333333333335,null,2025-02-24
EOHM9_Pa0MwTZ2gMY7P2rw,Toyota of Cool Springs,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",10,4.3,1.2999999999999998,1,3,null,2025-02-24
EUjqIw0cCJuNfgwJEdoQOQ,Johnny Carino's,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",14,3.2857142857142856,1.119047619047619,12,2.1666666666666665,null,2025-02-24
EbuTBnoDNacomoLpw0Kpyg,Massage Envy - Oro Valley - Northwest,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",12,3.9166666666666665,1.5166666666666666,5,2.4,null,2025-02-24
Ec6yQgiZ-j90CkbreCSTiw,Trainwreck Saloon,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",16,3.8125,1.1809210526315788,19,2.6315789473684212,null,2025-02-24
