user_id,name,yelping_since,review_count,average_stars,fans,cool,funny,useful,elite,effective_date,expiry_date,current_flag
-Q6Db__tGd2buBKFkvDghw,R,2007-10-17,26,3.16,8,23,22,50,,2025-02-24,null,null
t8aGXXMC6EUYfL6TeB4Llg,Geoffrey,2008-10-23,12,4.67,4,2,5,9,,2025-02-24,null,null
pflneuKFKQKQvZGDxebGFw,Jon,2010-07-07,8,4.11,0,3,3,3,,2025-02-24,null,null
rStrYkNcaqbIOB7wcMmzhQ,Christine,2010-01-02,386,4.15,34,200,129,422,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
cSKLV3CudAbHGW5GOHoRJQ,Greg,2011-01-30,476,3.51,68,769,672,1181,"2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
HiGWxt8mk49-AlVfqLH6Xg,Alicia,2011-08-02,32,3.91,2,13,4,48,"20,20,2021",2025-02-24,null,null
Vc-w8-7QIrrN07oveskT3g,Antonio,2011-05-20,283,3.73,17,116,80,261,"2012,2013,2014",2025-02-24,null,null
DZO2lmlHi41X19g9U44I1w,Laurie,2009-07-21,1464,4.13,98,1871,1071,2807,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
_CX6EUBVg_b7SaLWnQFn4w,Liz,2006-10-06,8,5,1,2,0,12,,2025-02-24,null,null
8mrw51USGu1b8H1uOnhofQ,Ian,2007-05-31,4,5,0,9,8,16,,2025-02-24,null,null
4U2xVaKZSYG2lvUj0raLjA,molly,2008-05-11,344,3.92,22,336,179,511,"2008,2009,2010,2011",2025-02-24,null,null
gLxOJ50gJ9dJplaew3h5Qw,Wolfy,2010-05-22,363,3.92,15,131,78,244,"2012,2013,2014",2025-02-24,null,null
TpSmU6Hd-DFPVNq6XxnXVw,Jonathan,2012-06-29,60,4.97,9,51,41,101,,2025-02-24,null,null
wmMkSyaF4cqt-SF0yxFdgQ,Gary,2009-08-31,91,4.25,6,33,25,105,"2012,2013,2014",2025-02-24,null,null
T4ZtgOwMSpvZDuFEg_KWDQ,Safa,2008-03-30,462,3.84,29,879,646,1277,"2009,2010,2011,2012",2025-02-24,null,null
pI44KNBxtO_BeYM8KVx9BQ,Liz,2007-04-26,478,3.41,154,4426,5133,5019,"2008,2009,2010,2011,2012,2013",2025-02-24,null,null
uhOmmaB3qFi-QsPfQKg3ww,Paul,2009-07-28,473,3.44,172,2770,4498,3641,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
vSTi9G85c5c8RNPFIEMETQ,Jenny,2007-04-10,414,3.6,21,182,68,340,"2007,2008,2009,2010,2011",2025-02-24,null,null
oDa9wgyowQiKkgTG9cPNJw,Pamela,2007-01-07,1256,3.72,153,1691,1120,2510,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
4CGEBckWno32J1EcJoeckw,My,2007-05-17,163,3.39,17,143,111,414,"2018,2019,20,20,2021",2025-02-24,null,null
aK_WiJ5y4XZvIqevn7_Nig,Drew,2011-01-16,87,4.43,40,151,156,309,,2025-02-24,null,null
c8qFkI_VusWo0xZvkjfBWQ,matthew,2005-05-14,374,3.82,21,199,187,280,2006,2025-02-24,null,null
JrAsMEzOrWQoucpMyugeWw,Gamaliel,2007-04-13,349,3.77,34,486,430,806,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
qcFDdY4LOX34H77oWgZ0sA,Thu Trang,2010-08-04,4,5,2,2,0,12,,2025-02-24,null,null
Wez_YoTdzSxsBWPvx-leaA,Julie,2009-09-05,438,3.67,35,535,481,1093,"2011,2012,2013,2014,2015,2016",2025-02-24,null,null
HvO4EP21-9Ty75slfATM9A,Ane,2011-04-22,69,3.23,7,33,20,68,2012,2025-02-24,null,null
kpM7MEMEnuVcTv4yyPSZww,Zach,2010-06-06,29,3.2,5,4,2,4,,2025-02-24,null,null
jEDFueQZfTT6Jhf-u1a8dg,David,2006-11-15,15,4.32,0,5,3,34,,2025-02-24,null,null
mtpek5XdI8oqrA5KCGFXZg,Sean,2007-03-31,1073,3.55,38,1160,1017,3286,,2025-02-24,null,null
2rYHQC7JRVHJ2csyaLxICA,Erica,2009-09-29,390,3.91,14,99,83,299,"2009,2010",2025-02-24,null,null
SW-VRbDMyNX19dBK-235bg,Rachel,2010-12-28,49,3.8,2,8,0,23,,2025-02-24,null,null
Kx5C8D3Y0WyQ3DUMlPj6PQ,Colleen,2009-05-23,14,4.13,1,0,1,5,,2025-02-24,null,null
PAjwbnp3R75S6FJr8xidjg,Tanner,2007-10-10,27,3.78,1,4,4,35,,2025-02-24,null,null
BXHwUL2BJcBkNMTFkCxBig,Daniel,2009-09-05,29,3.86,0,3,7,38,,2025-02-24,null,null
HYyFe5E2dRmr3CJnYtyFpA,Josh,2009-06-01,14,3.93,2,25,23,49,,2025-02-24,null,null
bURBDO2lgSrxnth2P7v3Gw,Craig,2008-01-18,1559,4.21,124,4108,3507,5573,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
o8h4yOIbvHRF1k5IRhz2kw,Jen,2008-12-26,265,4.22,28,187,191,391,"2010,2011",2025-02-24,null,null
9smRZdopZgmhZLUMA_FMHw,Katelyn,2010-10-28,12,4.33,4,12,9,22,,2025-02-24,null,null
tCXElwhzekJEH6QJe3xs7Q,Rob,2008-04-09,163,3.6,23,226,165,507,"2008,2009,2013,2014",2025-02-24,null,null
6vZiVk2vyOVqkeNpcGHxfA,Camille,2008-02-19,204,3.49,21,97,114,242,"2010,2011,2012,2013,2014",2025-02-24,null,null
8AnFGp4fzJV8Bhtx1KQ3bA,Christine,2010-03-24,270,3.41,17,185,213,395,"2010,2011,2012,2013",2025-02-24,null,null
7XvUlAuIRF9IhWAvlr5U7Q,Rocco,2006-07-23,701,3.69,49,1285,1953,1630,"2009,2010,2011,2012",2025-02-24,null,null
wKpuRqA-f1Acf1lCZqHCMQ,Christie,2010-09-07,249,3.82,12,43,26,180,"2019,2021",2025-02-24,null,null
QhpD_YU3_RDMKjkH5DXMYg,Gail,2009-03-26,1541,4.13,83,2177,1553,4822,,2025-02-24,null,null
2BZSt66JP1QzbxFc51_f2w,Rahel,2008-04-01,194,3.99,38,300,316,573,"2010,2012,2013",2025-02-24,null,null
rjKQk8c1MdFbXLN_4Vt4CQ,Mark,2010-10-01,292,2.88,7,102,327,414,,2025-02-24,null,null
eSlOI3GhroEtcbaD_nFXJQ,Jason,2011-05-28,3186,3.62,318,17296,10137,20044,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
sa3ln0EsfmJiwcdNdRjW-w,Jon,2009-01-11,132,4.02,11,58,42,219,"2012,2013",2025-02-24,null,null
qCBpMV3FCUxE2xsyy8N6VA,Eric,2010-08-03,49,3.98,4,20,24,57,,2025-02-24,null,null
BWel3BDT4tYdn2E61dsBDw,Julie,2006-10-05,102,3.74,4,35,31,128,"2011,2012",2025-02-24,null,null
mZL0EfP_cGs1KAGPxp1XLQ,Michael,2010-11-08,72,3.95,4,4,2,24,,2025-02-24,null,null
6v0YFMRNFNHr_jNYLiV4rw,Dobromir,2009-06-20,12,4.25,1,0,2,4,,2025-02-24,null,null
qJSWiLUBzuR05XuWVVcUEA,Amit D.,2010-05-06,4,5,2,6,1,14,,2025-02-24,null,null
c1XHqYtBl5qyeAspzPiCFg,Sara,2007-07-26,95,4.14,7,130,108,262,"2010,2011,2012",2025-02-24,null,null
FFQeh4p0s5HKriZZajJpfw,Christopher,2009-11-27,508,3.5,24,317,294,1021,"2010,2011,2012",2025-02-24,null,null
78DkAcUVQbtnJY-3BY3x-w,Joseph,2011-05-27,9,3.22,0,5,7,17,,2025-02-24,null,null
oyU1UTERVog0IUQwqZbyVQ,C D,2010-06-10,18,3.74,1,14,5,40,,2025-02-24,null,null
t-nB38eHbeFuabXBdJMwvg,Katharine,2008-06-13,482,4.07,103,1788,529,2422,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
DFyrOKhrN9p3_JGKI1NjVw,Sylvie,2009-01-04,213,3.93,21,365,285,529,"2011,2012,2013,2014",2025-02-24,null,null
0IA2v7GdycIzsUqC1eSl-A,Mike,2010-03-02,59,3.91,1,23,27,81,2012,2025-02-24,null,null
OxaqY6xoDhFFxyICEX4QQQ,Tracy,2011-03-25,19,3.37,2,7,28,26,,2025-02-24,null,null
ChUsgyEMgJ1hO3YbYcaW1A,Jane,2010-05-15,20,4.67,2,9,5,24,,2025-02-24,null,null
3I1QFCr5LXL--CUMKQPkkw,Genie,2007-01-07,89,3.81,17,81,70,103,,2025-02-24,null,null
1ENBskBHIvWPaiF-wcZ8Ew,Tom,2007-01-28,974,3.51,80,561,636,1569,"2010,2011,2012,2013,2014,2015",2025-02-24,null,null
LZPtLWnjGZVODlhZk_uPdg,Iza,2008-07-19,284,3.53,15,94,67,234,"2009,2010,2011",2025-02-24,null,null
tGMvLSDKr5QmjSbNKVZ3vA,Jim,2008-06-27,228,4.23,21,163,92,417,"2009,2013",2025-02-24,null,null
TYU5FJzAYTeOJyq_lYkKvA,R,2009-04-17,94,3.62,2,23,33,81,"2010,2011",2025-02-24,null,null
DJp-RvWsIyX9z-8SN2N7Ag,Melissa,2009-09-19,398,3.56,55,504,519,1025,"2011,2012",2025-02-24,null,null
eBSi_YB7h7Xh8EM386f05Q,Abhishek,2008-03-01,208,4.12,39,403,214,756,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
wpr6gw4FnptTrk1CeT8POg,N,2005-06-30,442,3.86,87,783,663,1465,"2006,2007,2008",2025-02-24,null,null
dZjAjpEdIoFQMVakp7o1wA,Tin-Tin,2005-04-20,497,4.1,19,503,271,694,"2007,2008,2009,2010",2025-02-24,null,null
Vdy219QdKTKmzTSy12FVnw,Mai,2006-06-19,71,3.69,29,408,263,479,"2007,2009",2025-02-24,null,null
kKy2XrlFbQxtbukkFYMiPA,Michael,2007-11-26,475,3.95,37,577,1665,743,,2025-02-24,null,null
z7zzCNnL2wjo1pIlfKjlig,Deejay,2011-08-18,5,3.2,1,0,0,3,,2025-02-24,null,null
9B0aF706v_o-8nOz7v3rUg,Kat,2011-08-06,37,4.03,2,6,10,44,,2025-02-24,null,null
7KYAuRw6GHYcINiY3xWUQA,Jen,2006-11-24,51,3.98,5,75,39,145,,2025-02-24,null,null
azJrRTbRuiqpNW2uaWYHvw,Mike,2011-07-21,13,4.5,0,2,3,14,,2025-02-24,null,null
4zvrmxZmJi0KcYi4bc7HHQ,Rajan,2010-03-03,5,4.8,0,0,0,5,,2025-02-24,null,null
_P5d_UDfJzicZGHkxwtTLg,john,2008-03-09,5,3,0,3,2,17,,2025-02-24,null,null
pWqyPgFJpbj4z8of9pfv_w,Lissa,2010-03-22,154,3.66,3,24,28,188,"2011,2012",2025-02-24,null,null
DVhrMMjptaGyUYxyNj9gtQ,Kristine,2009-10-13,276,3.74,42,543,283,846,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
LrgYk-SWt9uAMobHKSuYwA,Jessica,2009-11-06,101,3.72,2,73,43,141,2011,2025-02-24,null,null
w8SDZOHJ2eB8HiPQk18twA,Frank,2009-08-28,12,4.36,0,4,2,13,,2025-02-24,null,null
D-rKFBb1s4_4vpDA9Wjiog,Michael,2007-01-28,1433,3.57,25,306,303,593,"2018,2019,20,20,2021",2025-02-24,null,null
-F9p0hYCiUj_BjaIRx-J-A,P,2010-02-26,50,3.68,0,7,6,26,,2025-02-24,null,null
t5kThtEHLfIL2ltBW5DTyw,Debra,2010-05-06,75,3.94,1,31,20,73,,2025-02-24,null,null
bzXX14dsfF_0sErrigno4Q,Whitney,2010-01-30,20,4.14,0,3,2,16,,2025-02-24,null,null
LdWIjNvjdaAoAfpQhT6F9w,Tinna,2006-10-26,932,4.03,221,9129,7358,9324,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
Ba_cWbzh2Wghm9runQ0WUQ,Lei,2008-06-26,645,3.78,119,4208,3705,4895,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
vr-Rw3nMKIgGrVNT6A7p9g,Jamie,2008-03-06,554,4.07,74,685,351,1199,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
3n_QYiWlZdt5C9ogbsLEdA,Michael,2008-12-08,29,4.24,6,68,25,103,,2025-02-24,null,null
a75rDUiWt3lrS-fusG993w,Caroline,2006-08-05,233,3.8,3,58,47,248,2010,2025-02-24,null,null
zlSsFP8bOUkflnXl91Xo1g,melissa,2008-10-02,168,3.7,6,49,38,153,,2025-02-24,null,null
njJjEOLRTo03Fwp4jg_Jpg,Tiffany,2009-03-26,1145,4.14,98,908,438,1658,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
mVX994rBlLzWugN-gjwZfQ,Andrew,2006-08-09,174,3.89,12,137,146,209,"2007,2008,2009,2010,2011",2025-02-24,null,null
vMdZdazzQxRU9fvntAwRzA,Kimberly,2009-05-01,215,3.93,11,260,197,521,"2010,2011,2012,2013,2014,2017,2021",2025-02-24,null,null
Md_8xUc4MF8VA56zm5FK_Q,Kara,2010-08-17,790,4.12,34,407,221,1081,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
f7Q_2CMcE1jjqwmWwlP3tA,Joey,2011-03-12,20,4.27,2,2,3,31,,2025-02-24,null,null
TVULNiMZVXeSx6BDRhpg4Q,Lenore,2009-03-10,323,3.83,7,146,142,498,"2012,2013,2014,2015,2016",2025-02-24,null,null
ug4_HGDF8R9j13uV69Jw4g,Angel Of Agon,2011-04-03,55,3.49,1,14,26,55,,2025-02-24,null,null
wrcVzGPGIOL2Z3Kxmg9fwg,Karrie,2009-04-07,103,3.74,9,115,92,205,"2015,2016",2025-02-24,null,null
6v7kbVe-1E7qoouxPMhnQQ,Melissa,2006-07-31,214,3.74,6,122,74,427,"2006,2007,2008",2025-02-24,null,null
EyLVCFOKltmlMg7XcRxU9Q,Jake,2006-10-12,176,3.72,12,199,146,417,"2008,2009,2010,2011,2012,2013",2025-02-24,null,null
P0GZl3KaKWsyO5ZUqeQ9Hg,Ernie,2008-09-17,31,4.03,0,5,4,15,,2025-02-24,null,null
d1requ6hawKvCpTel8Unew,Lindsey,2011-06-16,11,4.73,1,3,1,12,,2025-02-24,null,null
Y9XiXCxm8uC1HsPwSBnlVg,Mimi,2009-09-23,489,3.54,11,101,133,469,"2010,2011,2012,2013",2025-02-24,null,null
i3iYZMTxDoobkRS7pdxS4Q,Tom,2009-05-26,637,3.56,71,1115,450,1950,"2012,2013,2014,2015,2016,2017",2025-02-24,null,null
VOCHHkd5KNbiaGPj05RjNA,Mike,2010-02-26,72,4.03,1,43,28,97,"2010,2011",2025-02-24,null,null
BDgDYTYBZfT_315zBn-PGw,Daniel,2008-03-16,382,3.65,43,1083,1312,1505,"2008,2009,2010,2011,2012,2013",2025-02-24,null,null
qwONwL783a0hvPQl2TVWjg,Anthony,2009-08-30,613,3.55,297,16407,17975,17498,"2011,2012,2013,2014,2015",2025-02-24,null,null
ew6iZkRgY6YErPJj8TIZ2A,David,2011-01-18,4,3.5,3,1,1,15,,2025-02-24,null,null
OSbuXWZqW4iouNTKibaw6w,Cara,2008-01-29,185,3.51,21,357,224,695,"2008,2009,2010,2011",2025-02-24,null,null
zYlWU63r_ClUxq4yWEhdsw,Bebe,2009-01-04,265,3.19,11,579,515,986,,2025-02-24,null,null
Dc_8k2M2MWrETJGdWEI5cg,James,2010-09-14,49,2.86,5,84,86,103,,2025-02-24,null,null
ybfyB-EP-fyQFbhGnwyuwg,Elizabeth,2011-05-13,10,3.9,5,4,4,48,,2025-02-24,null,null
KnAr1FnvYyT0jRYlIVj_gA,Victor,2007-07-03,314,3.96,24,285,238,505,"2010,2011,2012,2013",2025-02-24,null,null
5P5sbYHJBBpi9x-P5AVrqw,Dubya,2008-12-12,76,2.8,5,23,80,189,,2025-02-24,null,null
MCLoVZUvPD699TsP_VWgjw,Andrew,2007-04-09,121,2.5,8,71,60,181,,2025-02-24,null,null
QICK-snk1mo_plAOrkNapQ,Kat,2009-01-14,131,3.93,10,208,115,399,"2010,2011",2025-02-24,null,null
vy_vLf2XmlcNOIpZPnL1rA,Joe,2011-04-14,3,5,1,3,2,3,,2025-02-24,null,null
51Dg7npqsTegnd1ZDxVb3w,Anye,2011-01-26,841,3.93,55,515,420,1645,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
Ce9aYbRL6SKIRWoVedJvjw,Andrea,2009-01-02,103,3.65,0,12,3,47,,2025-02-24,null,null
48w8IAwfeATiR3rfuH6ouw,Michelle,2009-04-02,575,3.58,43,556,359,1361,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
zD4BIS_Fftb4f7qK-1I-Mg,James,2009-07-27,336,3.51,16,160,295,584,"2011,2012,2013",2025-02-24,null,null
pzbE0dUl9XfTbiBR8Lcmwg,Melvyn,2009-07-08,25,3.88,1,6,12,13,,2025-02-24,null,null
MILlyYbm3aNhM14X2lnL1g,Racquel,2009-10-25,263,3.96,16,79,72,226,"2012,2013,2014,2015",2025-02-24,null,null
lJUxlXJvvAD4OBuQUWAEGA,Fern,2010-07-23,85,3.3,5,25,36,101,,2025-02-24,null,null
ExI15M-oXjHcF42-G1xv9w,sarah,2005-11-10,422,3.83,40,434,325,626,"2006,2007,2008",2025-02-24,null,null
lvsQfIx3LzlbxW0FVzmEKg,John,2008-02-05,297,3.72,29,290,401,634,,2025-02-24,null,null
mr52dL8Vw8tcTrfB23ykKg,Christopher,2006-08-15,548,3.46,54,1156,2276,2666,"2008,2009,2010,2011,2012,2013,2014,2015",2025-02-24,null,null
WDsr8RnPqbceR3s2yZYr3Q,Aaron,2006-11-29,870,4.3,52,795,665,1673,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
V0Kg9fkgfoCNvYpNJcv0Ng,Randy,2006-12-26,453,4.05,30,1229,1001,1408,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
nPkTidQvXdVPZH7dgDWarw,Kay,2009-07-28,707,3.75,65,761,579,1417,"2009,2010,2011,2012,2013",2025-02-24,null,null
_ySSKiDMjgEA99JKNZo9tg,Vanessa,2009-09-02,465,3.53,33,394,385,1015,"2009,2010,2011,2012,2013",2025-02-24,null,null
Zfbo32Bvu8HruV-Lm6X5tA,Steph,2009-02-09,34,4.03,4,16,18,68,,2025-02-24,null,null
B35Nwmd15-0WNdI-8jISOA,Laura,2008-11-21,163,3.79,11,76,58,184,"2010,2011,2012",2025-02-24,null,null
fLGP1D5szIiKDBNdsNafew,Janelle,2010-07-23,15,3.69,1,3,0,9,,2025-02-24,null,null
s_BTuoryMAkBIOcQeb58JA,Adam,2008-03-06,44,2.71,1,21,34,89,,2025-02-24,null,null
ZCtIJDJCJb7mq-jGrNXTsA,Jill,2010-02-18,88,4.01,8,129,58,242,"2010,2011,2012",2025-02-24,null,null
GhnqHTT1vKkLc0Z1rGsQ1A,Trung,2010-10-08,1090,3.63,106,1058,758,2201,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
VYXOtlwVd5pQQeLGCPhXOw,Evs,2009-04-22,240,3.82,5,151,146,224,2011,2025-02-24,null,null
ApJ9YgYU-AhS4a-F5oTGHw,Nicole,2009-01-20,526,3.1,42,796,591,1471,"2009,2010,2011,2012,2013,2014",2025-02-24,null,null
Rw4Q9-0JKZkBr5KUekWfkA,Michael,2008-11-01,124,3.62,7,106,99,234,"2009,2010",2025-02-24,null,null
mYPZS1q2swR59_BFO_Xm6g,Dale,2008-09-08,1264,3.83,135,3278,1593,4384,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
Hd94ge8JwvQVo1h-5yyTGw,Scott,2009-01-21,157,3.13,6,128,74,325,,2025-02-24,null,null
xgvKqyaNG3vc2RzwtWqppw,Josh,2011-09-05,39,3.46,2,14,17,64,,2025-02-24,null,null
88CE9oPH4O-0pO2VTc8j4g,Andy,2011-08-12,542,3.73,22,292,222,847,"2012,2013,2014,2015",2025-02-24,null,null
yfpMOZOSUK9lQ9_6m0J9iw,Virginia,2008-04-11,673,4.15,48,1119,889,1633,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
ZYZNcugF3xUEGyLOVGiZ0Q,Carol,2007-01-04,2960,3.9,376,8160,4898,12995,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
x7v3sLJYa8lh1mtt70L_rw,seth,2007-01-28,114,4.07,5,134,25,175,"2007,2008,2009,2010",2025-02-24,null,null
8VJnUeQh8RRhNtbbPECaLw,Amaryllia,2009-03-03,364,3.45,47,379,330,1067,"2009,2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
vGkha82V8Y9fog6iddlTQA,Cadence,2010-07-25,247,3.21,8,244,333,740,"2011,2012,2013",2025-02-24,null,null
qSzQAYPg87134iPasWOMxA,Antonio,2008-02-23,508,4.12,88,717,707,1100,"2009,2010,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
RyNj8Tt0XJgKDDQYKWLJ-w,Crystal,2006-06-19,66,4.1,3,10,10,30,,2025-02-24,null,null
PmrFSehNLWAn8pMWtB53Lg,Suzanne,2006-03-14,490,3.69,106,2929,2548,2779,"2006,2007,2008,2009,2010,2011",2025-02-24,null,null
it0w61K7gpgz-Yt1aU8GHg,Alexandra,2008-01-14,392,4.01,34,372,178,868,"2010,2011",2025-02-24,null,null
cAl0Xqh_PFiMJl10ZlcDIg,Virginia,2006-12-03,640,3.95,33,348,249,802,"2008,2010,2011,2012,2013,2014",2025-02-24,null,null
CaRD0iikgPprS3wUNzdG2A,Jed,2005-12-10,94,3.4,6,27,26,101,,2025-02-24,null,null
TPIdQo21jtpyh8iI-zkHSg,Tammy,2008-02-09,113,3.9,3,41,34,95,,2025-02-24,null,null
I3zKdp7ttJHJ_FdEFasQHg,Chelsea,2007-02-18,57,3.79,7,38,51,138,2010,2025-02-24,null,null
SpuK67B0EVHX0DuMEgPq3w,Byron,2008-07-04,148,3.71,17,188,245,403,2010,2025-02-24,null,null
VjwlLyVekszbn9h-lduPKA,Jay,2010-06-03,12,3.17,0,4,3,8,,2025-02-24,null,null
KfxFfpYT_0RD7Fa7RVI8Wg,Cher,2010-06-22,182,3.82,20,294,481,867,"2011,2012,2013,2014,2015",2025-02-24,null,null
PIj8KMGwmerGOYWoe485Wg,Steven,2011-09-16,6,3.67,0,1,1,5,,2025-02-24,null,null
2BE2RUXYvS2lEcmHivsD-g,Josh,2012-12-08,33,4.53,0,4,1,26,,2025-02-24,null,null
7fJhPTwqedGa1XOBhS4ofQ,Tam,2010-05-24,31,3.46,0,7,2,31,,2025-02-24,null,null
t_hEsld990dLmElaZ1gbbA,Steven,2010-04-12,106,4.04,1,37,18,92,,2025-02-24,null,null
tr6YCHDt7gNx8CXWPtMLKQ,Ryan,2010-10-02,58,4.03,3,5,13,36,,2025-02-24,null,null
1KXHUr7wNvUcao_3h7iRVQ,Julia,2008-08-04,211,4.02,14,232,121,424,"2009,2010",2025-02-24,null,null
uBkWIFiLqousZqRbERKoAQ,Tyler,2011-01-22,121,4.07,5,47,17,76,"2018,2019,20,20,2021",2025-02-24,null,null
ihgFkGL4zHS2y35k2RtuFg,Mara,2008-02-19,20,4.32,6,25,46,78,,2025-02-24,null,null
TYg_pBjwDiATGn74NRY9Tg,Paula,2010-03-05,22,4.43,0,13,4,20,,2025-02-24,null,null
4M-OczQXOKeTn1MSoxr1rg,Michelle,2011-04-29,45,4.26,0,9,4,27,,2025-02-24,null,null
e2sJeAXWdiGgQfIJfEQZ7w,Emily,2011-01-30,67,4.31,5,51,6,116,"2011,2012",2025-02-24,null,null
jEBySjq6tgL-_R3P7LHq0w,Francine,2010-03-15,209,3.77,17,218,125,505,"2010,2011,2012,2013,2014",2025-02-24,null,null
VKUlcVRKVJXOszOoxP1SVg,Mo,2009-07-06,77,4.51,8,63,25,146,"2014,2015,2016",2025-02-24,null,null
puqwzHvxKqt7-hqJIISYEw,Lacey,2010-12-06,149,4.18,6,40,22,102,"2015,2016",2025-02-24,null,null
omf-Hz8ZGwIljHWuoTj4nQ,Mike,2011-01-30,7,3.89,0,0,0,3,,2025-02-24,null,null
r7amzreWp4ou46DBG1D0bw,Andrew,2012-12-15,50,4.4,2,35,31,69,,2025-02-24,null,null
W4LbhU_wABFABBZIqBV-lQ,Tony,2008-09-04,408,3.98,68,1507,435,1567,"2009,2010,2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
IwHLuykqqmGVNHJ_UCwXWg,Marqus,2010-12-17,4112,3.55,495,20115,12268,30883,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
IoEJBuQ8mhFgxvQS8E8eDw,Jason,2009-03-17,26,4.09,16,100,155,96,"2009,2010,2011",2025-02-24,null,null
3Gti20GeoNvHLVspty6HJA,Gregory,2011-03-11,61,2.87,3,21,12,90,,2025-02-24,null,null
gRGalHVu6BcaUDIAGVW_xQ,Connie,2010-01-26,44,3.77,4,36,37,98,"2010,2011",2025-02-24,null,null
3qO845Vxhxcke1XjFqRGrw,Matt,2009-10-23,325,3.83,12,155,80,474,"2010,2011",2025-02-24,null,null
fXzUPQe789nM9WPUP8qqIg,Jethro,2009-08-29,140,3.5,5,52,46,113,"2012,2013",2025-02-24,null,null
wFamDbjhhY_myRb4dUEwoA,Elishevah,2006-06-12,621,3.68,124,1818,2155,2604,"2006,2009,2010,2011,2012",2025-02-24,null,null
JzmJ6U20uJ9pZonwKGvMuA,Joshua,2007-04-02,529,3.87,54,785,470,1116,"2007,2008,2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
dRaLq9sF45RYHhKfUd8NMg,Brenda,2007-02-08,545,3.85,49,318,282,671,"2009,2010,2011",2025-02-24,null,null
aKY4eFOJeCaXnw1jGPozTw,Sandra,2011-05-03,1553,4.05,145,5917,3259,7787,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
C4zmzpA3lFVdxjEH6_NAEg,Jim,2009-06-02,69,3.83,15,22,8,80,,2025-02-24,null,null
IkqQDwwDuLpqmFf8VqNNkA,Scott,2009-04-24,458,3.55,25,101,127,435,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
Itn_l0c5vKhnOlyESDOr3w,Pui,2007-06-10,104,3.79,9,74,37,166,,2025-02-24,null,null
p65JTZORrN_CcQeRrlJ_EA,Tami,2010-03-19,7,2.7,0,2,0,3,,2025-02-24,null,null
COZyqQJHxThAProRlZU4oQ,Lana,2008-02-29,294,3.14,13,127,220,602,"2008,2009,2010,2011,2012,2015,2016",2025-02-24,null,null
GLa-9-IU5EuLt5W8VWQDAQ,Lauren,2010-05-07,663,3.8,45,661,479,1480,"2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
QlFMn3xECbC-vxe_rGSlsg,Ben,2005-03-23,107,4.31,23,85,52,136,2007,2025-02-24,null,null
yBJ_NCgqCjBN0HYSz94THQ,Manya,2010-04-25,11,4.55,0,13,2,26,,2025-02-24,null,null
rXK6GWYvwOiXzK4LFXtZ_Q,Andre,2011-02-03,42,3.86,5,41,75,114,,2025-02-24,null,null
