business_id,checkin_date
1c1X6tTyStXlVQMFBjQOAg,2010-06-14
1c35mLB_1I8LuwQfUVlz4w,2012-04-23
1c4npTCHqO5132IOvR4cfw,2011-09-24
1c669rzhfL88tNGuOhMFlw,2010-06-26
1c6wVkPI_v765N7l_la59A,2021-10-24
1c93YzZL5pke1sJCFndPGw,2014-07-25
1cCnsqPXW7O7cFPIUlEN5A,2012-06-23
1cCqCwtRVMKUwBXjkXJE1w,2010-10-09
1cKlZ67ZTwZrEeDrsE6FIQ,2010-07-13
1cLhfVUILUQ9u6C9XtwcNg,2017-09-02
1cQ56uJR9yutSOuvpNsfiQ,2011-01-25
1cR5qCI0f33rBap6yyVrLA,2010-04-28
1cSCU9Q9XGBkEDjQMPwq-w,2016-06-03
1cVrypae6yybj4lgXJuvQg,2016-06-01
1cYZIJM5P3yOsIjq8qxoSw,2010-06-11
1ccAx09EeLnMBG9RM14ukw,2013-08-24
1cdvmkWjYCabtLd_5MMeYw,2017-11-03
1cegSK3dK0zMeoNCPVwrHg,2020-11-17
1cjR9b6qWme6ipVIffWlow,2019-10-16
1cm10ZcTSCHP01lvU3jIIA,2010-12-20
1cncsHKApeW1ubd5d9HoJw,2012-01-20
1coKz9phFBM8ieM7ZZTXzQ,2015-08-05
1cqOPqedKmkYhbeF4T8YUQ,2018-01-09
1cwqul4ccFngEwQw5ivTGg,2012-04-14
1cxwHtw_UBMSOE6cvNmVmg,2010-12-23
1czLbOrQGvmwn61DnUkTbA,2012-10-09
1d-DV_599bTtlrunxwiTSw,2011-01-28
1d0VnYxQ9FrLCuMUJ4cDKA,2016-05-13
1d6tRwBm5gzWi1Zjw82sYQ,2021-02-15
1d9CWYU1XXvzeQrBLLPIbg,2014-12-18
1dAOjmIN0qp0OHgA9gLX_Q,2011-07-22
1dGHymYBZRr8Yqx1rkIq-g,2019-12-31
1dJrfsOJncIvTHF7Jckf0Q,2015-06-20
1dLWCD6CjSHD7PTfi5ZVNQ,2010-08-27
1dRE3PDej7wUQ-MAl0DwTQ,2010-11-20
1dSKEitDDgIkaApe6UNMSA,2016-04-18
1dTUvks6rl_JPi8cung3yQ,2016-10-21
1dTfca-3tWO1xhR7_yqMpg,2012-06-08
1dW_kBkpu5PpNydV72UVqQ,2013-07-26
1dZY0RvKxX8IiEn6KABhpA,2015-02-27
1db3Jjdab-tGa6p0gxBr5Q,2016-11-05
1dcOUSYHc-83QLu1I5Ezdw,2014-01-07
1ddqdY_piKp-abaZ-bGRSA,2010-07-12
1dizGIlRvFex3ivVyhMvIQ,2018-09-22
1dj-rlyZAFAm2B9GE4JgVg,2012-06-20
1dj09MXVVlE4ZV7CtcbyRg,2015-03-16
1dpjXnlEKc-Ihgku6CtY5w,2011-08-04
1dsXfbB9Kvc06wv65Zbrzw,2019-12-15
1e1qCk-tKAkFn-or-o-h0A,2012-01-05
1e68HYLeOyXKRnCVQGPKOg,2013-02-05
1e8_Aa_OS89W6RRrLDmuvQ,2018-01-01
1e9D8kvsPgCzCzlIVPhfkQ,2011-02-07
1eA4MNI8k_I7fGSl56nveQ,2011-08-15
1eCw55QfY-1c7n7wtgf93A,2010-02-27
1eIx1ZvYEAu7RVCdMUjzNw,2015-08-10
1eKV7cftlUx7qDz0TWpzbg,2016-02-19
1eLL2eTmHwbrC6w1VzMjGw,2012-06-19
1eNZG4QHXlpPXDael9dqXQ,2013-05-24
1eRsH1uq6jwqcwoB7N8sDQ,2010-09-06
1eSTFasf2RdQ74lWZn_BXA,2010-06-25
1e__0VDUwZ2Jb6pt65NjgA,2012-07-26
1edFfBaJrIWB6-M_SylBlA,2016-07-07
1edb_UFIoPCuupT6TSFCTg,2013-11-05
1el_4ywdqa2lIsI1YPEbsg,2019-02-17
1elddy31XiqFPVrvvd9QiQ,2013-12-07
1eooSXDbjPdGQfXYPwB7kw,2012-08-02
1eqwFKvjobPj6piXyreBCw,2010-12-21
1et8GvbWnXrClLli988vJQ,2011-01-21
1etK4n6o-v5hLUULWCNJmA,2017-06-07
1evB2m7s3E5vdOiF8VcseA,2014-10-02
1evR-udQGzZKvA-G2-S4uQ,2017-05-20
1eweHYBbm5NrO3-urzmjkQ,2012-12-11
1ezXzPlVYf_lp5gWzRiVEw,2012-03-14
1f0F-7Jlz1hJT1qt_6a34g,2013-11-07
1f1ZvvT1qyFFTIW-BdJ95A,2015-05-11
1f4OYmlRbaxspZb-LehOvQ,2013-03-05
1f4iuPT4B2BHm_GvjYjQCQ,2011-03-01
1f5iUKNi5HaMD1kjBvqatA,2013-11-02
1f73tuoIn8zIv1BlKLcwqg,2011-12-12
1f861eUqtGLJhSIRtI7YCA,2015-11-07
1f9oM2KnjCTNmAGU4lsPHA,2010-08-10
1fAjzRgAt9GvbYanfJw5Mw,2014-02-06
1fBiQt1VUpQ9r3mY663mIw,2011-07-06
1fFJLpaTNn7Wt_wFtX-Xbw,2014-07-10
1fGaY2WlGv2l4as6UkMFrg,2011-10-20
1fIcH6EfKXuE5gi7WiRcAg,2017-09-21
1fJu9Q5TFr_GECcp_5Lklw,2020-04-09
1fK1voue0RXNMXVBagvafA,2011-02-22
1fLyoP0UD8-rxuJ7qcROgg,2011-01-16
1fOx0t428syuyMgih9zbmg,2012-10-13
1fSZbbBX2p2RniBdX6NBxw,2017-05-23
1fVxrKKiqyB8q9iVo7aHfg,2020-01-03
1fY5__Jpv7L6nKdhIcGzyA,2017-07-02
1fYDqAf9z66U_dpxbLz3qQ,2014-05-23
1fZSiIItAjn8JiDm9HUYvw,2021-09-17
1fd0PXW5JTd5yYJZ0B8Ltg,2010-12-19
1fecC9WgE8_j1fLhKDeaUQ,2015-01-21
1feuZITxuTrl9mr7V11kwQ,2010-03-08
1ffHr3fedKDPm44LByI4Tw,2015-07-04
1fhFVrnlztW5oVF7hev17Q,2011-04-13
1fhQkX_c0B1rV_S9fZR_Og,2010-03-20
1fmmcemEl7ZDCMuwgrMVsg,2016-01-02
1fnBN-SjPWGezSMjCy6GoA,2013-12-20
1foRTQb4CeFUZfnVeb8dsg,2012-07-15
1fowm9fOsiicfZ0wmzD4Lg,2021-04-20
1fpNRz2q45GJfbcyMQQmoA,2019-08-04
1fu1tqtk448kdWG1Wwu8lQ,2014-03-26
1fuOT8Q1c4jZ1ywNAGPq5w,2010-01-30
1fwJTdGs4Fsm_mguZX6SFQ,2012-09-13
1fy9fS3UH2k4TfQcryNKkA,2010-12-17
1fzSOSo9DiWxLJpJA-Tphw,2010-09-20
1g0eP8RSW6hQPFdNGKXB2A,2016-05-10
1g1NtItyvbqQqIkJ6FrqLQ,2011-10-04
1g7Xy-Owz6zZ9Zvnh60fPQ,2012-03-02
1g8mMYL71Goidy-NdL0z_A,2015-11-08
1g9l21XtPm_t0erf_Tt4AA,2019-04-15
1gBL2DzMggWMuRyNRXzXSQ,2014-02-26
1gCKY-dGAFKvZVTkKmjNXg,2010-12-07
1gCLBOMcp69PAPJDHjjiMw,2014-12-19
1gEk6sYq5VMvrLLYMEIZhA,2011-10-05
1gIXS-c3kKPevh6mkHzxIg,2011-07-22
1gJ3tNmdGqstNTX9FHsLrA,2011-07-14
1gMCsS6cpjw3K-xqyPxzRQ,2013-03-01
1gORtnWyZrRc0kPG1-EeWw,2016-10-16
1gRA60wSskoLvkiC8sylWg,2010-11-07
1gT_8s71LAUkPjuj16sf-g,2014-02-28
1gU423ej-PjCMHJZs0jOjQ,2019-02-23
1gV0EbA00qcP7oZFrFhxUA,2010-07-21
1gV6szOEDbNnR2Y3ykhQvw,2010-09-18
1gVkgLjul7xSIsJRCZHhmg,2014-03-01
1gWKVWJN2Hy8Hw7WJz5POA,2013-07-02
1gWUE5Avh_pswlHhf813EQ,2010-05-14
1g_KxyM6IYiJEYUDGK5cXg,2016-12-26
1gafERYgGda_APaUC6jZMg,2021-08-19
1gbA3xVbZk-rzHsWis3MXQ,2011-03-20
1gbTusC1PP8S84lp7TUxrA,2018-01-09
1gcgTI28LNjrFmMuxSkHpA,2018-11-16
1gcxlzxJH3ibkI_YJzVBPQ,2010-06-09
1gjyhbDIPGWYewLQx5DzZQ,2018-06-17
1gqNu5J8eWjLjaLsrA4Elg,2010-06-06
1grK6DPwlvttutIb_NRAaQ,2011-04-02
1gsByhy26ZZtg87sJGcpNw,2013-09-01
1gusOUHcPCeorq8EHWZaKA,2011-07-17
1gvBUQyLvxA6qO4k4ORV9w,2017-06-20
1gyDwOMDk3Fsmd3UMyfg1Q,2015-03-17
1gzoqSpij5waxV4PVQWvMA,2010-06-18
1h-Irop_Rad5LB9EBf59SA,2010-11-10
1h2XPq61TnlDK056FUK8lA,2015-07-03
1h6nxK4hkwwV5yTiKg2LPw,2010-11-26
1h9475mRq8wyYOhm5tOqjg,2014-05-03
1h98XSbrXoIBEGf5ayaGRw,2014-01-08
1h9NXhwX4C4pXuBg7Dq7mg,2010-11-27
1h9fh3HPhLxLzQqpGEEVhw,2012-11-17
1h9z0mednPLt7fzHwwavxQ,2011-10-19
1hD2VBFITseuN72YvRekpQ,2010-10-10
1hFBAjRLIq82kz5R9kRxfw,2010-10-05
1hId-t2dmHYuhmlmW3UxdA,2010-10-25
1hK_iOKld3YlltORbI-UGQ,2013-12-26
1hLgwVw2S1oMuP4FAJgjYg,2016-08-31
1hMteDtsI0JMNBCtKpb24A,2011-01-16
1hPvAr6D7yPpGbD_4RMqmQ,2010-03-22
1hQobBzUoF-H26URYtT2WA,2015-05-08
1hRBDT7ajCL7u73SulUP0g,2010-08-14
1hRWfuA-8THwYsDYgj-oIg,2010-05-04
1hUdXlgGBkuLevaPHTGeHA,2019-04-06
1hZ5cJGBW0s5-iKAqQEC2w,2012-01-04
1hZCHWFUixqG77pEqpubYQ,2010-12-16
1hZDsxVg5SqDJg6PF00sTA,2017-09-09
1h_Cn9boh4zLLqMTAQu-bQ,2016-09-21
1hbJ4ZFGDDqY38ML6O6Dsg,2013-09-20
1hglK4oCC10AnSiSmH-mDQ,2011-08-10
1hiDEOPijnrWhDdx1z1yAQ,2011-09-21
1hjKZ2GhYVg4mwPirC_Myw,2010-03-13
1hkJgICKwKCQEZWAiDoKmw,2013-07-16
1hktg26QRAT_ge9BBuPrrA,2011-11-13
1hlmKs1lmW582mqjh3-MzQ,2016-05-15
1hqfs-7ThL9mTPdvW-5DUg,2010-08-26
1hr2ZbzZp2J03YamYtNSeA,2014-07-23
1hrJ0yw-x5oAfq2VhPd6Ag,2011-04-16
1hsj3R3cqe8x6EG0nzt6TQ,2010-09-08
1hv_KP5rili0z1d4tX1L9Q,2012-09-12
1hvbc-mejWxnRh_9Nlyxjg,2016-09-09
1hyzhoxRMIJowzb6N_J8wQ,2012-01-22
1i-r-Y7PKtCCmOpq3bnfLw,2011-11-14
1i0NDQ2VUchckortEI_GeA,2019-03-11
1i1A1gTrIyPdbxI_oYHOLg,2021-06-12
1i42ZlDF5aKDpxHNjDf9oQ,2020-06-12
1i5Q-LJg_T35sIXiQcSlfA,2016-07-29
1i78w_Du0UIgwnD7iFckQQ,2013-05-28
1i9ZqL4KwVP5L8F2E_aWhA,2013-01-04
1iCUy4TpAfcgewqxhjI6-g,2010-07-17
1iE5POC7JT8fKs2tZ-CJnA,2010-02-20
1iFeA_iosPL9pWa3acFKJA,2011-08-07
1iHcURprB256KvYIkglhrQ,2013-05-03
1iOPD56XgQWbeEOrvjL3xA,2010-07-09
1iQpAAWmGp6yJCNr-7DMRQ,2010-02-15
1iR4sqs1EczZXdqphq3q8g,2019-11-03
1iRKKXwNjrBUmyp9_-vLEg,2013-10-09
1iTdiMblcxPuZd9e_Yei3w,2013-07-04
1iUzYwhTMeNf6EkLpVNcVw,2019-04-09
1iWPpnz_uGMPCpIVXt_hOw,2010-02-06
1idXtA-INHQ847bPdHs3Ww,2013-03-02
1ig2AJg8A08_XA3pFAMiRQ,2010-07-13
1igqQcxP12kQiPH4NQ7b9Q,2012-07-09
1iieg0Yt8fukzvQwMzfuAw,2010-10-14
1ikDMnTH3DSeRtgBSceXpQ,2014-12-17
1ipr4W2ApXdAyOmRE4AIkQ,2017-01-24
1ipuJ6d208346wvM4QZxyQ,2014-03-12
1iq3rdfVkcmaIIrq91jUbQ,2013-10-06
1ir6Kjb-d4Vg_dViVvR-rQ,2015-06-03
1ittqPjzcffcOR61h1UBHg,2011-03-07
1iuT0GAiXBeIA1BVidxkCw,2010-02-16
1ivYXPfJCuOrh3O0lTW_Jg,2013-04-13
1izWokdCycj9O4FSqTt8Lg,2011-06-09
1izvDSXzdjNpCBCo6ru2KQ,2010-07-20
1j-LyNxZsoqWJWox-C5Azg,2014-04-11
1j7Y1eek07NRv_SkBOJFgA,2020-02-02
1jEUHZ9DwT_i0bDg9wb50w,2013-10-08
1jGfOfcLACdgi3OSrCpBqA,2021-05-09
1jOA1XfOjOg4-417ikT9Uw,2015-11-22
1jSL90jj7k95OsSaQL5O-A,2010-07-21
1jVXng_vFJvcbVahOGSfyg,2017-03-22
1jVvAEpTgE6aXfqtJ_T7kQ,2021-05-17
1jWNdDn-t0IUpi2fGayCMg,2012-06-02
1jXh2YHOunYpRf7QJiTj8A,2010-10-05
1jaJkokaR14hQHJnDnmVgw,2010-08-17
1jb7qNrb7y24jRWy9Mrs3w,2021-12-13
1jbONx-Csh9aTkk0E9O9jw,2016-03-28
1jc4taxHKciPQuDrguN7qw,2015-06-14
1jeaxiZOisgDMxHR2K088g,2010-02-20
1jf40VWhrbDhwePoPHbwlg,2017-07-05
1jjOOxPwZMxgggMqF5jtqw,2012-07-19
1jsZR5x-6UsWxbKQP86VXQ,2011-07-20
1ju18Y3tWAFIP5mhk32UoA,2017-07-22
1jx1sfgjgVg0nM6n3p0xWA,2014-10-21
1jxlNOyQAUcV8YbtzP0Umw,2011-04-10
1jyP3LBHtf5Z3MXmg6gZAw,2011-05-16
1k-jn75foQrO-YLy6gWXLw,2010-08-29
1k3B79DP_qf7wwc0vMNlCw,2012-11-02
1k3SQfqkQHzaDihUBG2_og,2011-10-07
1k3dTv2BWa3J8VwH5rsm_w,2013-05-26
1k5J8aaydZXxKUmWGNs3aQ,2010-08-11
1k5P6xgLucLNcaLzyqKJtw,2017-03-20
1k5q8CJDRnyTPEkJyypMVQ,2012-08-07
1k6gLCvblOMzFLYeb6CPAQ,2010-04-19
1kDeqREgPjtl7wM_hunJ8A,2015-08-30
1kEO4VHDmZGAciaZuGqSrQ,2016-03-23
1kJGTUQ2EjlAgP23WltCLw,2017-06-27
1kKmTmnfDeycQRcYJA-5Zw,2010-11-24
1kL9KiGDSF3csy4yA0m8ow,2013-11-25
1kMT0Sb67WORROJCPOuL0Q,2020-12-11
1kMd_87zb6wpOjoAiD-2jg,2010-06-13
1kMgZdm5Mc3XlGd1Zl2NwQ,2012-01-21
1kRUUIg0EsHQndMfMC2x9g,2011-09-02
1kSH4CSLa7UXLpXXxlVg1g,2015-01-13
1kVnChI4aqsPw9i2PVqkkw,2010-01-27
1kegVgPiOyjwWFLNQcscCA,2013-05-31
1keoE0kt-IaCK8rb2fg_QQ,2014-01-22
1kewLmgL2YTdF3ihUVDzQQ,2015-12-19
1kkykauimqf3ftU6LLBYcw,2010-04-18
1kl6SkYDcCDKrYihqxUApQ,2013-06-20
1klDCsq1kw0Ouxq65PXCLw,2014-12-24
1klLtizIbBP6RqX87CYi5A,2012-02-16
1klQuTKmJr-eMQPuFaQ5fg,2017-10-13
1klRUBB6LfKCotq75BVmbA,2018-10-21
1klxZPiU2BrJdbX6XfxslA,2013-05-27
1knFW27NEX0yYqf8o-7qOQ,2020-10-02
1kn_zpKClcc2sWiooIwsAA,2013-05-09
1koLeFTad8jAX5pxwAl3Sg,2011-02-10
1ks6gxumDft9awiOZGkztg,2012-04-14
1kuhPzFa59MZ1jHopG3BUQ,2021-06-23
1kzNeQbACsnSGR0ubpsNbQ,2015-08-13
1l0BxtHnqb4anMI34VfshA,2017-01-11
1l0nJA_oa_qY-AbwQSC8Uw,2013-02-16
1l3SWEIN4l0XQS9PIIBYug,2016-04-02
1l4-uhraQzNiRjppKyMUUQ,2019-09-07
1l5AyvTM4ZTeOVuFxadizA,2015-12-19
1l5_ojtsLrDwK_VoS8mb8w,2013-11-13
1l6enor7mUQT7dyJ7WCa9A,2010-02-07
1l8-5P3DahtZ369abtKm7w,2012-11-24
1lBAIOyr2sBZf2dBwmpqQw,2011-05-12
1lBC-u9-xKLIY7W740rC2w,2018-05-04
1lC4dy6jlB2tBdBWbocO7Q,2012-03-10
1lEjovZKFJRf7W5Kv4JZNw,2012-06-23
1lFnDQG3F0cbnB9k8K-Oiw,2015-01-30
1lHtLaV7dCDJLg9cKuWhVg,2015-03-28
1lL2WSP5tPLcGMb7RJDIuA,2011-03-07
1lOOo2L-Q9jvJAs-nN9dlQ,2010-05-24
1lSj24GO6VMJ2uB6hW3pGA,2011-07-13
1lT1oVIj0zLC9PxgD5EwIQ,2011-08-13
1lUfhypIZhfP8UmZBh6bxg,2010-07-08
1lUtCva1MqsDnPgPls6cKw,2015-08-18
1lVORLOmRYIEKVSpehlGBg,2011-02-15
1lWASQ_QiT_RFPEeSvyF5w,2011-01-15
1lXWKU5s4e2eivHdVgdP3A,2018-03-07
1lXdhiMNyUxtBlEAeRYCvQ,2016-09-27
1lYgczPofVzbRqBT4XdLZQ,2016-06-30
1laABxb4NVHA5fx0762Uyg,2015-07-31
1lb42lEHaZMhy_1gLQNXoQ,2012-12-17
1lb7tPeiVrvkogHMjVa5nA,2018-05-05
1lbhndckAIV-qdL2w7DPcQ,2020-11-11
1lbqoJ01G3LU24xjhBV9Pg,2013-02-22
1lcY7PZ6xA486kZ989vrQA,2016-01-14
1lfZrFn4WPnIBmOSjujBig,2012-04-29
1lfdGVWWzrJMbpxfZWBVPg,2011-05-16
1liK2i6Sc81OUqw_2KSpag,2017-05-01
1liiTsfPbK_POsNp52A7NQ,2021-02-24
1lkQe5amSSOyaIbjgMEc3A,2010-11-25
1logXfIXkyfHV8c6j5RgiA,2020-08-19
1lp5fBpPwURobaM9pC5-3Q,2010-11-13
1lpFfZ2tC6ZYsBYjexDqJA,2013-08-08
1lpLudTOQ_z6zIPyQGQLLA,2015-09-03
1lsUtcKUnDBToFOJarmV8A,2019-01-29
1ltdElzwJcK8Yu13OEkaxg,2013-05-04
1lvDkCIAqGlDUxWmXQgKvA,2019-01-05
1lwiRkRElavVCKPxm1ONaw,2012-12-08
1lwulkAD5htni3rbHW8oeg,2013-02-05
1lxXojRbsKuIXQPVDjmo3g,2013-06-25
1lzq-6sJpXO9ZuVM9N0fvQ,2016-05-04
1m-U_v6dHUr7uS5d4nDBNA,2018-02-14
1m5G-D3nfuHbqI-jDWNStg,2019-05-14
1m5HQIbUDQFTvMz2vs6M-w,2015-10-10
1m5ZLzg7XAWeEGnG5jVumA,2010-12-20
1m9hltFX4wOecPwOG9SKdQ,2016-08-19
1mC7raQrjcQB3PTF8QJO4g,2012-10-26
1mD7RB0F4Opim5IKkSQXmg,2012-09-15
1mDmIanzPk0zEEytGdtaHg,2012-11-25
1mEABmQ9223ZYxSbbkRAKw,2018-08-03
1mFEwKnBr0rgQwX-n3pRXg,2016-02-12
1mGOAW7QODA3TEPl1bGkSA,2014-08-14
1mHwt5rp9aKqUcFsNTBVVQ,2010-03-08
1mJS5vRCuIw1-ecLgCa8pQ,2014-07-26
1mLyYz0skNlRGP6wXBEmHQ,2018-08-12
1mOUNhNxcalli3d22AVqpA,2011-12-17
1mP3Z77IcVdFiWvFXbfPug,2012-12-13
1mQMuiOS3uJjpOfaAYgucw,2019-02-27
1mSzxJpGWANJbx8NwyLp2A,2011-08-01
1mU0jxToIFiJmwOYznq4Ng,2010-09-08
1mWTFbb1AyybubkyHl1lzg,2010-11-14
1mZ87mrcnL4oPTmfX54WFQ,2010-01-21
1mZgdNp7LcdvPR2Kd12_Pg,2014-10-19
1m_Lh7vCDP4H8MoyO45JCw,2014-07-09
1mbaM5iZQxR3aN_YmnZeHQ,2013-09-26
1mgCxwDdyWqzXSAxY-KC2Q,2016-08-11
1mkhbtm8EEfg2HDWHQUNHw,2012-04-22
1mlMvev5_d130E5dGYws9g,2011-11-09
1mo0llZ_UfEeVgjOFwZ-HQ,2014-11-08
1moMCBKMuiSVjmNe1sZbig,2010-07-08
1mozd2AVfh6erj3av0-52Q,2021-06-18
1mrDQc7sPDuEvQr0ovUAow,2013-01-17
1ms7KiR-s-PXpOLvz21fIQ,2013-06-06
1mvnpQ603BrT-mIktsDpaQ,2020-10-24
1mwDtsMzYzvni9ed5LZBBQ,2010-11-26
1my6j5BxJysPqUkkXsKUFQ,2021-04-06
1myhYEZ2EC98hrNMw7KAqg,2013-04-07
1myrx_HOj_E5V9eoY8fN2Q,2015-09-16
1myzUtTeh1D9HaJzRMu9Zw,2010-07-31
1mzK-tIGZ-4zu_sAsYYp0A,2014-08-07
1n-ihWVhSzo7JDe9zYMWvg,2011-04-22
1n1TzHTD2xLcyOPGV4b2-w,2013-01-05
1n2g1gjBcrXMBX4uc4XqFA,2020-05-30
1nAIflbdv4Zlqwj7_u3icQ,2011-02-13
1nAKIbi_-T5og_itsHpYbA,2014-08-27
1nFRRAsJ740DLZdXS6_chQ,2015-08-21
1nFyIGNUFQXiO6yikhQJzg,2011-07-08
1nK_pMoriYMXfx2GHVdtkQ,2019-11-30
1nKcf1DO4HJCtS9wKM2-lA,2017-10-07
1nMLt5F9MO-RUhW7jMVlMQ,2017-12-23
1nMNNCKpdDkGI3CDWtehyA,2016-05-20
1nNYcxl_ItIZ61pO2ruNaA,2011-06-11
1nNn3-FJgfukw4xEAQJfCw,2019-09-04
1nPPZ_97CKcl3unkcvZCsg,2014-12-08
1nRbddjAB0aGEBuCY5ItIA,2012-05-30
1nTLeGpSUm_M7Gic40-28Q,2011-11-15
1nUibAh6maHrHiVwo_xIlA,2017-04-30
1nXJhan4dZr0FoN-bYGiUw,2012-11-08
1nXNyhtAS2y-e4O14LJBRQ,2018-11-29
1nYTliRkZ6u7r_oaSNjnOA,2014-05-28
1nZRJPd-ruBIL4T2sXhOEQ,2013-07-27
1ndNhi-LKtH7qpFnW3OSvw,2015-05-19
1neYhI1xjbf6KZX6-HS1fw,2015-03-21
1nkpUITVPGKyeJbw0rJJ2w,2011-04-03
1nmZ8Aw360LPWRbYowp9cw,2011-11-21
1noORcQ_nsvbFWvZAVJChg,2013-08-29
1npV2fmMM2Kalr55p5hwyQ,2010-10-23
1nrParYmGT7pQffdhkbJVQ,2018-10-16
1ns2MWIrvR3p2-OgKpt0qQ,2011-09-10
1nsm8avLbSc1QOmhUs_kzA,2013-03-01
1nwCEY5pSLBLtjxsVj1kLQ,2010-10-10
1nwf4caeIMBT0AghM_mNQA,2010-02-06
1o-PkLbF5CkHimxVtd-nVg,2010-07-12
1o0C_fqBgnQCiWn4A0R68g,2010-09-28
1o17rmxKwkVsgQSUl0c2qw,2010-07-20
1o1CpuVhdEmXogEotukltA,2011-12-05
1o7Kxvl1w0GdRGYEq-mscA,2012-05-07
1o9IdLrFGMS2o5Y8uXKC0Q,2013-10-12
1oDLf788824qQh-8Shl3sw,2020-02-13
1oFeEVLy0sD96cQdwbfqhw,2012-10-09
1oG6bY7TuWEConNDdVi22A,2015-03-07
1oGCzoCC6HnQWpdK9cCP0g,2019-07-17
1oJ_UcVoTHSAYgu53YiJQA,2015-09-14
1oJlG_0rg42qZ5azD8j0OA,2011-12-30
1oMUtLLzQcI3qFym7LYoCg,2016-08-09
1oP2ZdAegVUh6J5w_nQURQ,2010-07-19
1oQB5F-jNtVBSdHQoFBQaQ,2010-09-03
1oQj2Do5f3bzFYO-Yl2htQ,2012-04-15
1oUcuHZmeQEfEKVVF3n71w,2014-05-26
1oWEY7aepUU3GXPAVlfDbg,2019-06-15
1o_M5JdOkJJFNj1rIDIlng,2020-02-23
1oa1vyzmOFPUyy11uDiw6w,2010-06-26
1oapj0mo9XSyj4RVzSZ1cg,2011-01-02
1ohoSG3Ry5EqjSRPzbzDww,2011-12-01
1ol8rghO_5m0M5WFMv-C8Q,2011-01-24
1omfzaBnNd8bPihgg52cPg,2012-05-30
1on9PLgYGnVRebqmm2WkmQ,2017-07-21
1onJyt5MQBGHvQmSlAZqHQ,2016-01-13
1ooWNKz7_sEOhVJYoiY8FA,2018-03-16
1ovn6V37WDKJVqZ83ahk1g,2011-11-26
1p-cEO5CSJh9subAMrTsOQ,2013-02-02
1p3trZSHZqVsk2uu3WAJow,2020-06-15
1p5s3NpQZHnaZUWT1n8RCA,2014-10-04
1pBiQhcwaI_kF3urOdnG5A,2010-02-14
1pDauBMngzqWG4ZTPMEY1Q,2011-12-22
1pGWxnSN_GAfYBoAcdb_IA,2011-07-04
1pHeWibjx_ETCMX4Fs_QVA,2013-03-11
1pJOnROoaVL9nxwzqz6dTQ,2019-08-16
1pUKh_QrfDBx07wYlka3RA,2013-03-08
1pVacUgOZgaOl6WIAqhK1g,2012-11-10
1pZ-gkuPzYARrljU3YRt_A,2014-09-26
1pZRWsK_2PF_rHXVtgOrIg,2012-05-22
1pd4VYTww1UWDVai2r2RKg,2015-12-12
1pg-b18AD3STNQmpSqHLNQ,2011-02-05
1pi4PuZxgSnRRNLnyMCD4w,2019-04-07
1piajH7k7tmsQ_eMpa9L5A,2020-05-20
1pkuCWlH3iEuUAQVHpIuHQ,2013-05-27
1pp0D12fv1aObregTlkArg,2017-05-15
1prfnyowzCR5lQGWQNep-g,2015-09-05
1pwtjoNAoi7kIXqf1Z-AXg,2010-06-06
1q1QcEaqfBknftO9EemeEw,2017-01-23
1q4qsF1MKccwxcuFEm_0Cw,2011-02-23
1q54Dq02nSFa9NFbu0Tbxw,2019-02-22
1q7G2xc-iHfj5mAuHrey-g,2018-02-23
1qAIt3f0pRWZVN7US69ncQ,2012-07-08
1qBemRZEO3XMlpyKZavTvg,2010-02-13
1qBfAbTwBk6IX1esWcfOeQ,2012-06-13
1qEFdbjw0rSIdHekpNJGNA,2011-10-09
1qGCsc07b2W2Q7Uir1vD1Q,2010-10-25
1qGj9-15Lj5Wn8igQQkS_w,2012-06-23
1qHkyWDixBqIE_SH4fuCXQ,2016-03-26
1qKfDCXiT6ePS4O5VS_IHA,2010-03-07
1qM6Es6A2N21bm7boRwKxQ,2010-08-08
1qQ5CcpsxX37n4PPr1cSug,2013-03-11
1qRLp3IlGWpoHtrWlmxa7w,2010-06-21
1qSVEKb-1SXOFVPKT1YBtw,2018-03-08
1qTAZk8y3vwm2_FZC-FDbQ,2011-08-27
1qTX8_QGGmtLP1JvOuAxfg,2010-12-02
1qTcIvOQpD7BMQhMpJoKiw,2012-01-30
1qU5vScUeko0iZAF58WxIw,2016-02-21
1qZBvcMWD_p-MINXW9HYYQ,2013-01-24
1q_CUS4qq-eUBan_Gq6haQ,2014-07-16
1qciFQiO1RJ83Oh7DRioKQ,2010-12-19
1qexUlZZRWIaPWlvGNnmcA,2019-07-25
1qgzLXUQcLDWi4yDie645A,2010-01-23
1qhMQZIKew3P-pwWFeQojg,2012-06-04
1qhQ99YV7mgUE1yjRiL-Mw,2013-12-26
1qhmqVnrsJWmA6GbKBaS6A,2010-09-20
1qrSbswT7uU_IIkoInIb6w,2016-08-31
1qw5dIsQPNGLOwnuP7Wj1g,2015-02-28
1qy6PU1vxGQk06lkKsmSWw,2017-08-31
1r0lcxLwjoayXlL8cwHQQw,2012-03-01
1r0uHIkLRJL8URZh3_A1Tw,2014-06-28
1r2bAE5TQpUO-zec9-cvxg,2011-09-15
1r3A72SyrIPbj2YK5vahWg,2014-05-04
1r3ESnezvx0V17Hhn-JelA,2012-10-12
1r5tIfLRR_KZ3VaxIiJTvw,2017-09-01
1r7A_KGMPnRicHJ1N7TqRg,2010-12-31
1r7NMwVO9tDyDJLVWsM4lg,2015-03-21
